asset_id,asset_class,coverage,n_obs,ann_vol,first_date,last_date,valid
I6UNK040,Index,1.0,249,0.20889186110664645,2005-02-28,2025-10-31,True
I6UNK041,Index,1.0,249,0.3481182360945601,2005-02-28,2025-10-31,True
I6UNK085,Index,1.0,249,0.16560334421054002,2005-02-28,2025-10-31,True
I6UNK084,Index,1.0,249,0.1490549855468718,2005-02-28,2025-10-31,True
I6UNK083,Index,1.0,249,0.15551524722420776,2005-02-28,2025-10-31,True
I6UNK082,Index,1.0,249,0.16795205528561669,2005-02-28,2025-10-31,True
I6UNK081,Index,1.0,249,0.18276142559208652,2005-02-28,2025-10-31,True
I6UNK059,Index,1.0,249,0.1431301546107068,2005-02-28,2025-10-31,True
I6UNK058,Index,1.0,249,0.13670654019961864,2005-02-28,2025-10-31,True
I6UNK057,Index,1.0,249,0.1703284998073868,2005-02-28,2025-10-31,True
I6UNK056,Index,1.0,249,0.17840028905376165,2005-02-28,2025-10-31,True
I6UNK055,Index,1.0,249,0.21017064393853033,2005-02-28,2025-10-31,True
I6UNK054,Index,1.0,249,0.20261804190749635,2005-02-28,2025-10-31,True
I6UNK053,Index,1.0,249,0.27801375981136583,2005-02-28,2025-10-31,True
I6UNK052,Index,1.0,249,0.17108011914918608,2005-02-28,2025-10-31,True
I6UNK051,Index,1.0,249,0.1574307778156734,2005-02-28,2025-10-31,True
I6UNK050,Index,1.0,249,0.1611409423498695,2005-02-28,2025-10-31,True
I6UNK049,Index,1.0,249,0.15250145123799536,2005-02-28,2025-10-31,True
I6UNK048,Index,1.0,249,0.1694813765646414,2005-02-28,2025-10-31,True
I6UNK047,Index,1.0,249,0.19643632807557299,2005-02-28,2025-10-31,True
I6UNK046,Index,1.0,249,0.16891970640902862,2005-02-28,2025-10-31,True
I6UNK045,Index,1.0,249,0.18592380047140444,2005-02-28,2025-10-31,True
I6UNK044,Index,1.0,249,0.21067701204622638,2005-02-28,2025-10-31,True
I6UNK043,Index,1.0,249,0.20083040531625895,2005-02-28,2025-10-31,True
I6UNK042,Index,1.0,249,0.2780137767104007,2005-02-28,2025-10-31,True
I3FIN002,Index,1.0,249,0.1894663455429833,2005-02-28,2025-10-31,True
I6USA008,Index,1.0,249,0.1949888369295697,2005-02-28,2025-10-31,True
I2PHL003,Index,1.0,249,0.16303158061897047,2005-02-28,2025-10-31,True
I2JPN015,Index,1.0,249,0.15965234235131376,2005-02-28,2025-10-31,True
I2JPN010,Index,1.0,249,0.17139002163085365,2005-02-28,2025-10-31,True
I2JPN011,Index,1.0,249,0.17418633433019126,2005-02-28,2025-10-31,True
I2JPN012,Index,1.0,249,0.1674011458370146,2005-02-28,2025-10-31,True
I2JPN013,Index,1.0,249,0.17766842958869916,2005-02-28,2025-10-31,True
I2JPN014,Index,1.0,249,0.15949029546946178,2005-02-28,2025-10-31,True
I2KHG010,Index,1.0,249,0.20644666042172619,2005-02-28,2025-10-31,True
I2JPN039,Index,1.0,249,0.21159455596151722,2005-02-28,2025-10-31,True
I2JPN038,Index,1.0,249,0.27563595112880424,2005-02-28,2025-10-31,True
I3DEU025,Index,1.0,249,0.3382145472659514,2005-02-28,2025-10-31,True
I2JPN037,Index,1.0,249,0.24726987719234333,2005-02-28,2025-10-31,True
I2JPN018,Index,1.0,249,0.19902321571174642,2005-02-28,2025-10-31,True
I2JPN020,Index,1.0,249,0.21479398145370412,2005-02-28,2025-10-31,True
I3DNK002,Index,1.0,249,0.18023110608836854,2005-02-28,2025-10-31,True
I3DNK001,Index,1.0,249,0.17919902172381166,2005-02-28,2025-10-31,True
I3DEU028,Index,1.0,249,0.2368605557259057,2005-02-28,2025-10-31,True
I3DEU027,Index,1.0,249,0.24014753397332714,2005-02-28,2025-10-31,True
I2JPN008,Index,1.0,249,0.16308701841433343,2005-02-28,2025-10-31,True
I2KOR001,Index,1.0,249,0.19369761153475407,2005-02-28,2025-10-31,True
I2KOR003,Index,1.0,249,0.18921986123904214,2005-02-28,2025-10-31,True
I2KOR004,Index,1.0,249,0.19098716322348877,2005-02-28,2025-10-31,True
I2JPN004,Index,1.0,249,0.1722644036527348,2005-02-28,2025-10-31,True
I2JPN006,Index,1.0,249,0.18706309118561487,2005-02-28,2025-10-31,True
I2JPN007,Index,1.0,249,0.16795416471330624,2005-02-28,2025-10-31,True
I2SGP001,Index,1.0,249,0.17343166461086534,2005-02-28,2025-10-31,True
I2PHL005,Index,1.0,249,0.18394885011273185,2005-02-28,2025-10-31,True
I2PHL004,Index,1.0,249,0.18240142296241302,2005-02-28,2025-10-31,True
I2JPN031,Index,1.0,249,0.15585069165752546,2005-02-28,2025-10-31,True
I2PAK002,Index,1.0,249,0.23914338398564966,2005-02-28,2025-10-31,True
I2NZL003,Index,1.0,249,0.11636052057535212,2005-02-28,2025-10-31,True
I2NZL002,Index,1.0,249,0.13973722109776432,2005-02-28,2025-10-31,True
I2NZL001,Index,1.0,249,0.12587648557719167,2005-02-28,2025-10-31,True
I2MYS002,Index,1.0,249,0.11732146395348787,2005-02-28,2025-10-31,True
I3BGR001,Index,1.0,249,0.24795828404694223,2005-02-28,2025-10-31,True
I3CHE001,Index,1.0,249,0.12359648614569371,2005-02-28,2025-10-31,True
I3CHE002,Index,1.0,249,0.12377334389614053,2005-02-28,2025-10-31,True
I3DEU026,Index,1.0,249,0.19526553995922083,2005-02-28,2025-10-31,True
I3DEU024,Index,1.0,249,0.21426385727628916,2005-02-28,2025-10-31,True
I2IND007,Index,1.0,249,0.2090289109160537,2005-02-28,2025-10-31,True
I3CHE019,Index,1.0,249,0.12436258243177852,2005-02-28,2025-10-31,True
I3DEU004,Index,1.0,249,0.19225493363539092,2005-02-28,2025-10-31,True
I3DEU003,Index,1.0,249,0.17719816192091248,2005-02-28,2025-10-31,True
I3DEU001,Index,1.0,249,0.17760920797252186,2005-02-28,2025-10-31,True
I2JPN032,Index,1.0,249,0.2288527852804141,2005-02-28,2025-10-31,True
I3CZE002,Index,1.0,249,0.19383567774683966,2005-02-28,2025-10-31,True
I2JPN022,Index,1.0,249,0.16926521490133575,2005-02-28,2025-10-31,True
I2JPN023,Index,1.0,249,0.1789296658651209,2005-02-28,2025-10-31,True
I3CHE018,Index,1.0,249,0.12392505604290938,2005-02-28,2025-10-31,True
I2JPN021,Index,1.0,249,0.25029483758266446,2005-02-28,2025-10-31,True
I3CHE017,Index,1.0,249,0.12365425889683485,2005-02-28,2025-10-31,True
I2JPN024,Index,1.0,249,0.22131503249091478,2005-02-28,2025-10-31,True
I2JPN025,Index,1.0,249,0.17749653537280988,2005-02-28,2025-10-31,True
I2JPN026,Index,1.0,249,0.14046867798488596,2005-02-28,2025-10-31,True
I2JPN027,Index,1.0,249,0.23216939822255728,2005-02-28,2025-10-31,True
I2JPN028,Index,1.0,249,0.15556592201018776,2005-02-28,2025-10-31,True
I2JPN029,Index,1.0,249,0.24173934751132142,2005-02-28,2025-10-31,True
I3DEU005,Index,1.0,249,0.17677554103417537,2005-02-28,2025-10-31,True
I2JPN033,Index,1.0,249,0.357592251081582,2005-02-28,2025-10-31,True
I2JPN034,Index,1.0,249,0.19499285838381178,2005-02-28,2025-10-31,True
I3DEU007,Index,1.0,249,0.1784002230338888,2005-02-28,2025-10-31,True
I3DEU023,Index,1.0,249,0.2527466169863802,2005-02-28,2025-10-31,True
I3DEU022,Index,1.0,249,0.16373473644040762,2005-02-28,2025-10-31,True
I3DEU021,Index,1.0,249,0.2587756512054844,2005-02-28,2025-10-31,True
I3DEU020,Index,1.0,249,0.2170909087306167,2005-02-28,2025-10-31,True
I3DEU019,Index,1.0,249,0.23271540504909088,2005-02-28,2025-10-31,True
I3DEU017,Index,1.0,249,0.20650180838946408,2005-02-28,2025-10-31,True
I3DEU016,Index,1.0,249,0.18731059265009337,2005-02-28,2025-10-31,True
I3DEU014,Index,1.0,249,0.19853359035833407,2005-02-28,2025-10-31,True
I3DEU012,Index,1.0,249,0.35701433828586004,2005-02-28,2025-10-31,True
I3DEU011,Index,1.0,249,0.28141553202068265,2005-02-28,2025-10-31,True
I2JPN036,Index,1.0,249,0.26116520160668655,2005-02-28,2025-10-31,True
I3DEU010,Index,1.0,249,0.17687324592555242,2005-02-28,2025-10-31,True
I2JPN035,Index,1.0,249,0.31888826845107676,2005-02-28,2025-10-31,True
I3DEU009,Index,1.0,249,0.1921544182913545,2005-02-28,2025-10-31,True
I3DEU008,Index,1.0,249,0.17857969095693582,2005-02-28,2025-10-31,True
I2JPN001,Index,1.0,249,0.1708433896911374,2005-02-28,2025-10-31,True
I2JPN030,Index,1.0,249,0.28811849600745776,2005-02-28,2025-10-31,True
I2AUS007,Index,1.0,249,0.13778995036636582,2005-02-28,2025-10-31,True
I1ZAF001,Index,1.0,249,0.1587161420168366,2005-02-28,2025-10-31,True
I1ISR001,Index,1.0,249,0.16195707630571687,2005-02-28,2025-10-31,True
I1ISR002,Index,1.0,249,0.16063247935612907,2005-02-28,2025-10-31,True
I3ESP005,Index,1.0,249,0.19162585256158143,2005-02-28,2025-10-31,True
I3BEL006,Index,1.0,249,0.19072899137357552,2005-02-28,2025-10-31,True
I3ESP004,Index,1.0,249,0.19745645024906172,2005-02-28,2025-10-31,True
I3ESP003,Index,1.0,249,0.19216659931157787,2005-02-28,2025-10-31,True
I3BEL004,Index,1.0,249,0.16075237343689383,2005-02-28,2025-10-31,True
I3BEL003,Index,1.0,249,0.1594632497729962,2005-02-28,2025-10-31,True
I1MAR001,Index,1.0,249,0.14556722328854196,2005-02-28,2025-10-31,True
I1NGA001,Index,1.0,249,0.24717118527197085,2005-02-28,2025-10-31,True
I1SAU001,Index,1.0,249,0.2421290145109883,2005-02-28,2025-10-31,True
I3BEL001,Index,1.0,249,0.16364377047967837,2005-02-28,2025-10-31,True
I1ZAF003,Index,1.0,249,0.14994897206133634,2005-02-28,2025-10-31,True
I3DNK013,Index,1.0,249,0.16778158012356817,2005-02-28,2025-10-31,True
I3DNK014,Index,1.0,249,0.1792995874230048,2005-02-28,2025-10-31,True
I3ESP002,Index,1.0,249,0.19417397602796646,2005-02-28,2025-10-31,True
I3BEL002,Index,1.0,249,0.1599452253549486,2005-02-28,2025-10-31,True
I2AUS009,Index,1.0,249,0.14135078541841434,2005-02-28,2025-10-31,True
I2AUS008,Index,1.0,249,0.13960309374512106,2005-02-28,2025-10-31,True
I2SGP002,Index,1.0,249,0.17917391657386045,2005-02-28,2025-10-31,True
I1ZAF002,Index,1.0,249,0.15014945246746184,2005-02-28,2025-10-31,True
I2AUS006,Index,1.0,249,0.1413802476954508,2005-02-28,2025-10-31,True
I2AUS005,Index,1.0,249,0.1419035580258468,2005-02-28,2025-10-31,True
I2AUS004,Index,1.0,249,0.14374629431896274,2005-02-28,2025-10-31,True
I2AUS012,Index,1.0,249,0.1421744920342843,2005-02-28,2025-10-31,True
I3AUT006,Index,1.0,249,0.22557922527614382,2005-02-28,2025-10-31,True
I2CHN001,Index,1.0,249,0.21065529758190835,2005-02-28,2025-10-31,True
I2HKG006,Index,1.0,249,0.14146226886747706,2005-02-28,2025-10-31,True
I2SGP005,Index,1.0,249,0.1663734489869193,2005-02-28,2025-10-31,True
I2THA002,Index,1.0,249,0.18880688062385514,2005-02-28,2025-10-31,True
I2IND004,Index,1.0,249,0.23943323830889668,2005-02-28,2025-10-31,True
I2TWN001,Index,1.0,249,0.18567851467269794,2005-02-28,2025-10-31,True
I2IND001,Index,1.0,249,0.2054233166167531,2005-02-28,2025-10-31,True
I2IDN003,Index,1.0,249,0.18683839122998058,2005-02-28,2025-10-31,True
I2TWN002,Index,1.0,249,0.17986063869765598,2005-02-28,2025-10-31,True
I2HKG008,Index,1.0,249,0.21459464413175305,2005-02-28,2025-10-31,True
I3AUT001,Index,1.0,249,0.22634349984165958,2005-02-28,2025-10-31,True
I3AUT005,Index,1.0,249,0.20338941120795076,2005-02-28,2025-10-31,True
I3AUT003,Index,1.0,249,0.2553010820271245,2005-02-28,2025-10-31,True
